id,name,team,classic,roles,price,initialPrice,fvm,fvmMantra
6164,Vitinha O.,Genoa,A,A,8,8,12,12
6669,Bonny,Inter,A,Pc,8,7,18,15
6556,Noslin,Lazio,A,A,8,6,15,15
5029,Geubbels,Lecce,A,Pc,8,9,18,15
7374,Mendy P.,Cagliari,A,Pc,7,4,16,13
7252,Stulic,Lecce,A,Pc,7,7,11,10
7523,Varela G.,Monza,A,Pc,7,3,37,34
7449,Rrahmani Al.,Venezia,A,Pc,7,8,12,9
7620,Zeballos,Monza,A,A,7,6,21,21
7623,Gnonto,Fiorentina,A,W|A,7,7,20,22
2832,Boga,Juventus,A,W|A,6,6,23,25
608,Zapata D.,Torino,A,Pc,6,7,12,10
7272,Gueye,Udinese,A,Pc,6,4,10,7
7546,Robinson J.,Monza,A,A,6,4,13,13
5918,Sulemana K.,Atalanta,A,A,5,6,5,5
5882,Mota,Monza,A,A,5,5,8,8
6831,Neres,Napoli,A,W|A,5,6,18,20
7561,Lontani,Parma,A,A,5,1,17,17
7001,N'Dri,Lecce,A,W|A,4,3,10,11
6519,Camarda,Milan,A,Pc,4,5,15,12
7120,Lang,Napoli,A,A,4,3,13,13
7213,Frigan,Parma,A,A,4,5,6,6
4387,Adorante,Venezia,A,Pc,4,5,5,5
2012,Milik,Juventus,A,Pc,4,5,3,3
7602,Fatah,Lecce,A,W|A,4,4,8,8
7610,Birligea,Frosinone,A,Pc,4,5,7,7
6145,Ngonge,Monza,A,A,4,5,12,12
5336,Nzola,Cagliari,A,Pc,4,4,10,10
7453,Havel,Genoa,A,Pc,3,4,5,5
7162,Giovane,Napoli,A,A,3,4,3,3
6215,Lucca,Napoli,A,Pc,3,3,12,10
7342,Elphege,Parma,A,Pc,3,3,10,10
7349,Kulenovic,Torino,A,Pc,3,4,7,7
6822,Ekhator,Juventus,A,A,2,3,7,7
7482,Lauberbach,Venezia,A,Pc,2,1,1,1
7627,Enem,Bologna,A,Pc,2,2,4,4
7317,Trepy,Cagliari,A,Pc,1,1,1,1
7161,Bayo V.,Udinese,A,Pc,1,1,3,3
7408,Lisman,Venezia,A,W|A,1,1,1,1
7568,De Martis,Parma,A,Pc,1,1,1,1
7622,Robinho Junior,Genoa,A,A,1,1,2,2
